id,date,entity_id,vendor_name,description,amount,true_category,anomaly_type,tier
7373dd91-ba3f-4525-a667-1274d8c0323f,2025-09-12,ent_003,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - wire transfer fee,-2491.65,Bank Fees,,obvious
3a28d042-c652-44f3-9ef8-184dc2495fcb,2025-07-29,ent_004,Costco Wholesale,Costco Wholesale - bulk ingredients,-241.18,Cost of Goods Sold,,ambiguous
26313049-c8cb-47ef-a2bd-5ab467ca259c,2025-11-18,ent_004,Amazon,Amazon - site supplies,-972.28,Materials & Supplies,,ambiguous
d4d8dd32-7e07-4dc9-8a5e-ab3190d688c0,2025-07-25,ent_001,Hartford Insurance Group,Hartford Insurance Group - quarterly liability premium [1 of 2 - possible split to avoid approval threshold],-319.87,Insurance,split_transaction,anomaly
7623b809-6559-4a88-8d43-8ac52103808c,2026-04-24,ent_002,Google Ads,Google Ads - social media ads,-498.17,Marketing,,obvious
1efd0241-9eb8-452e-a319-8617d2dccf00,2026-01-01,ent_001,Paychex Inc,Paychex Inc - payroll - hourly staff,-3661.3,Payroll,,obvious
2297d7fb-bdbe-4a3a-a4e3-9f8bb580f4e9,2025-07-18,ent_004,Home Depot,Home Depot - power tools,-1295.57,Equipment,,ambiguous
839a2d62-276e-4067-8c8b-3091eb76f7b9,2025-09-21,ent_003,Ferguson Building Materials,Ferguson Building Materials - hardware order,-2074.16,Materials & Supplies,,obvious
0224f8bd-6c3f-4898-8687-b0c894e570eb,2025-11-02,ent_001,Shell Gas Station,Shell Gas Station - fuel - business trip,-114.13,Travel,,ambiguous
ca694da4-ac45-45a4-9590-b59e1f0b9b91,2025-11-30,ent_003,Paychex Inc,Paychex Inc - payroll - salaried staff,-16436.41,Payroll,,obvious
275dc40f-b8db-49e0-a976-75ca0aeb5109,2025-09-20,ent_001,ADP Payroll,Payroll run - processed Saturday (off-cycle),-2135.77,Payroll,off_hours_payroll,anomaly
0fc6feb1-5d4c-41c9-b851-c4e6a947d524,2025-09-04,ent_001,Restaurant Depot,Restaurant Depot - produce delivery,-2472.28,Cost of Goods Sold,,obvious
e05e8ae6-fa74-4ca9-bfab-3596d13c8ca1,2026-06-04,ent_002,Google Ads,Google Ads - social media ads [1 of 2 - possible split to avoid approval threshold],-1175.17,Marketing,split_transaction,anomaly
08df751c-7c5a-40cf-a66f-434557b5131d,2026-03-02,ent_002,Goldfarb & Associates Legal,Goldfarb & Associates Legal - tax prep services,-709.12,Professional Fees,,obvious
e7c84c0b-eb47-4901-beb4-715a196de1db,2026-03-18,ent_004,Downtown Realty Holdings,Downtown Realty Holdings - monthly lease payment,-6052.55,Rent,,obvious
aba858bd-6203-4ec7-9e63-d48d0aa3d6ef,2025-07-17,ent_003,Square Payment,Square Payment - vendor payment via Square,-376.66,Cost of Goods Sold,,ambiguous
fb8086c8-b60f-47fb-b42d-2a5e3c13ec66,2026-05-23,ent_001,Hartford Insurance Group,Hartford Insurance Group - monthly premium,-1358.6,Insurance,,obvious
d7dd25ef-747f-46e9-b941-3084bc63d455,2025-11-30,ent_003,Costco Wholesale,Costco Wholesale - produce,-1337.85,Cost of Goods Sold,,ambiguous
8f05b021-9989-4f8b-9564-50537803968f,2025-09-01,ent_001,Summit Roofing LLC,Summit Roofing LLC - trade contractor payment,-1634.8,Subcontractor Payments,,obvious
beec797d-9086-452a-bf80-2c3c37c7918f,2026-05-11,ent_004,PSE&G,PSE&G - monthly electric bill,-839.05,Utilities,,obvious
f6ba2ffb-e494-4a04-b908-132a5447ed6b,2026-04-22,ent_001,Chase Business Banking Fee,Chase Business Banking Fee - wire transfer fee,-645.95,Bank Fees,,obvious
eed3dda3-de1e-4a0f-b786-e33c52c92400,2025-06-23,ent_003,US Foods,US Foods - produce delivery,-37.83,Cost of Goods Sold,,obvious
371d6b2a-083a-4522-afbe-a72544914224,2025-06-20,ent_004,Apex Electrical Contracting,Apex Electrical Contracting - trade contractor payment,-1110.88,Subcontractor Payments,,obvious
438c4c3d-a5e1-4a91-a59d-d029249a29f9,2026-05-01,ent_004,Delta Air Lines,Delta Air Lines - conference travel,-2401.07,Travel,,obvious
f04df8ad-53a9-4495-aa02-4b4197aaf20a,2026-03-17,ent_004,Chase Business Banking Fee,Chase Business Banking Fee - wire transfer fee,-1581.81,Bank Fees,,obvious
e1331444-4cb2-41cc-9db9-3c10d440d13a,2026-04-24,ent_004,Shell Gas Station,Shell Gas Station - fuel - delivery vehicle,-91.91,Repairs & Maintenance,,ambiguous
db7a9348-1fd8-43c9-bd6c-d11176bbbb61,2025-07-03,ent_003,Apex Electrical Contracting,Apex Electrical Contracting - trade contractor payment,-1467.58,Subcontractor Payments,,obvious
2530a7c5-9fa4-47ae-b11c-e23dba7bcd15,2025-12-15,ent_003,Chase Business Banking Fee,Chase Business Banking Fee - overdraft fee,-361.48,Bank Fees,,obvious
8fd907d4-d659-47b2-8529-a4b86b53b686,2025-06-29,ent_002,Hartford Insurance Group,Hartford Insurance Group - quarterly liability premium,-1682.81,Insurance,,obvious
0d2d5a80-f8fc-4491-9fe6-5be5d5aa4731,2026-01-15,ent_003,Home Depot,Home Depot - concrete [unusually large vs vendor history],-17476.26,Materials & Supplies,outlier_amount,anomaly
cedb5d73-1b28-4de1-8697-8b9acc1325ac,2026-02-13,ent_003,Costco Wholesale,Costco Wholesale - bulk ingredients,-643.15,Cost of Goods Sold,,ambiguous
7f2372c7-faf1-42c2-a3a8-449011173037,2026-03-14,ent_001,ADP Payroll,Payroll run - processed Saturday (off-cycle),-5600.16,Payroll,off_hours_payroll,anomaly
5374b1c3-0f6e-42cb-a539-d9d4a7986364,2026-03-10,ent_001,Amazon,Amazon - tools,-1272.44,Equipment,,ambiguous
b4d8fd0e-818e-4c52-9170-451af468d7fb,2026-05-07,ent_002,Costco Wholesale,Costco Wholesale - staff lunch,-114.47,Meals & Entertainment,,ambiguous
42096284-7ae3-4487-9249-8ac96a63bce0,2025-07-05,ent_003,Reliable Plumbing Co,Reliable Plumbing Co - trade contractor payment,-627.3,Subcontractor Payments,,obvious
b8ea7061-e046-4f66-a260-907826b22c98,2025-10-07,ent_001,Chase Business Banking Fee,Chase Business Banking Fee - wire transfer fee,-1520.41,Bank Fees,,obvious
b46a3812-068c-456f-ae7e-6553d4845122,2025-08-11,ent_001,ADP Payroll,ADP Payroll - payroll - salaried staff,-5495.08,Payroll,,obvious
14468687-6ff6-4ebe-99da-4914057ce009,2025-10-26,ent_003,Shell Gas Station,Shell Gas Station - fuel - delivery vehicle,-69.73,Repairs & Maintenance,,ambiguous
6b4e0602-334f-40d4-b8a4-2148d1cede68,2025-11-09,ent_003,ADP Payroll,ADP Payroll - payroll - hourly staff,-10700.29,Payroll,,obvious
e6b4e3b7-392f-4ae5-8f96-105387648839,2025-12-11,ent_001,Hartford Insurance Group,Hartford Insurance Group - monthly premium,-1596.46,Insurance,,obvious
c8566e20-b95f-4e40-a3fd-686436c417fb,2026-01-12,ent_002,Delta Air Lines,Delta Air Lines - conference travel,-83.68,Travel,,obvious
5cafc104-28ab-4845-9bfc-da69d8c4d484,2026-01-21,ent_002,Costco Wholesale,Costco Wholesale - paper goods,-38.85,Office Supplies,,ambiguous
c7efe708-7541-4d22-8af6-32af05371103,2025-09-30,ent_004,ADP Payroll,ADP Payroll - payroll - hourly staff,-3246.53,Payroll,,obvious
21a0e1f0-13c2-432b-ad4c-ae2e06659000,2026-05-16,ent_001,GitHub,GitHub - annual license renewal,-1660.57,Software & Subscriptions,,obvious
91225b60-e081-4f27-919d-951f89cc7993,2026-03-20,ent_002,Verizon Fios,Verizon Fios - internet & phone service,-1710.86,Utilities,,obvious
605d89c5-82ad-4671-aef7-47c69216abdd,2026-02-15,ent_001,84 Lumber,84 Lumber - job site materials,-1344.67,Materials & Supplies,,obvious
7c60e00e-9367-4b75-b6d4-830693155438,2026-01-04,ent_001,Enterprise Rent-A-Car,Enterprise Rent-A-Car - client visit - rideshare,-397.98,Travel,duplicate,anomaly
a917ceff-83d2-4b61-823c-2de749c9ef7e,2026-04-11,ent_001,US Foods,US Foods - bulk ingredient restock,-2364.4,Cost of Goods Sold,,obvious
855eb53c-5f5e-4241-aa91-44a009668292,2026-01-03,ent_001,Enterprise Rent-A-Car,Enterprise Rent-A-Car - client visit - rideshare,-397.98,Travel,,obvious
8466f398-eee7-457c-b2f8-9e860f0ccc7b,2025-09-11,ent_002,Reliable Plumbing Co,Reliable Plumbing Co - subcontractor invoice,-1858.25,Subcontractor Payments,,obvious
02ff5633-13b2-4674-9295-162d9d70f01b,2026-03-30,ent_002,Amazon,Amazon - fasteners,-179.25,Materials & Supplies,,ambiguous
77ee26b6-3d7d-4a65-86ed-435d5c5d3ed0,2026-01-20,ent_001,Verizon Fios,Verizon Fios - internet & phone service,-910.22,Utilities,,obvious
5a128081-6a2c-40a5-88eb-3e5078d8307f,2025-12-17,ent_001,Google Ads,Google Ads - local promo campaign,-1553.93,Marketing,,obvious
23e3bad2-1857-480d-8d13-8eeb12223c06,2025-10-08,ent_004,US Foods,US Foods - bulk ingredient restock,-1564.13,Cost of Goods Sold,,obvious
40ca2854-3d10-4ec3-8b7c-532a1d394a46,2026-03-28,ent_001,Restaurant Depot,Restaurant Depot - weekly food order,-1699.31,Cost of Goods Sold,,obvious
c8d6ac0d-6aed-4a28-ab4f-2606d762c349,2025-08-03,ent_004,84 Lumber,84 Lumber - job site materials,-1255.13,Materials & Supplies,,obvious
14e498d2-b9f6-4535-a2f7-78229d0c4fd7,2026-01-04,ent_003,84 Lumber,84 Lumber - hardware order,-1003.82,Materials & Supplies,,obvious
b2562ba0-eff9-415f-afd1-2bc893aca996,2025-08-03,ent_004,Shell Gas Station,Shell Gas Station - fuel - business trip,-86.19,Travel,,ambiguous
4fb58ada-95e0-4d0b-8d2d-336c5c00802d,2025-10-30,ent_004,Local Farms Co-op,Local Farms Co-op - produce delivery,-1292.85,Cost of Goods Sold,,obvious
e9eceaa7-9f46-40d6-9afb-af1cc13b49d8,2025-12-08,ent_001,Summit Roofing LLC,Summit Roofing LLC - subcontractor invoice,-251.88,Subcontractor Payments,,obvious
fb422e7f-bba9-4bd0-95c2-937c35fb0339,2025-12-09,ent_003,Apex Electrical Contracting,Apex Electrical Contracting - milestone payment,-1069.36,Subcontractor Payments,,obvious
0c25ebc1-2454-4b9a-ac20-f8c90a29c0bb,2026-03-11,ent_001,Home Depot,Home Depot - paint,-638.57,Repairs & Maintenance,,ambiguous
10d9ef0e-0896-46d1-8538-8223c92e21a1,2026-01-30,ent_004,National Grid,National Grid - water & sewer,-878.48,Utilities,,obvious
e21bd81f-35b8-4942-ac3d-bcf95936bd41,2026-04-20,ent_004,Square Payment,Square Payment - vendor payment via Square,-220.11,Cost of Goods Sold,,ambiguous
7f7d3a5f-8e00-4617-98bc-1f81a6532a1b,2025-09-07,ent_003,Amazon,Amazon - printer ink,-171.2,Office Supplies,,ambiguous
427ff77f-63d1-4c7a-8e14-4226c0a5cea4,2025-10-20,ent_001,National Grid,National Grid - internet & phone service,-2221.13,Utilities,,obvious
a676e6db-4628-4eaf-b5fc-ea7c3602741a,2025-10-25,ent_004,Apex Electrical Contracting,Apex Electrical Contracting - milestone payment,-2370.44,Subcontractor Payments,,obvious
b886b48b-0b19-459e-8fcc-0c894873b01b,2026-02-12,ent_003,Microsoft 365,Microsoft 365 - annual license renewal,-691.87,Software & Subscriptions,,obvious
489fd424-1a1d-4285-83e6-c5beeb885f01,2026-06-14,ent_004,Amazon,Amazon - printer ink,-63.4,Office Supplies,,ambiguous
4b32ef36-ff27-448a-a85b-e92dd7dc0529,2026-05-26,ent_001,US Foods,US Foods - produce delivery,-1891.0,Cost of Goods Sold,,obvious
15f14620-b17b-46b4-a780-cd01103769f5,2025-07-09,ent_002,Verizon Fios,Verizon Fios - internet & phone service,-2352.1,Utilities,,obvious
655d8d64-4540-4aea-9f23-30a9db71a865,2026-01-30,ent_001,Yelp Ads,Yelp Ads - social media ads [1 of 2 - possible split to avoid approval threshold],-440.87,Marketing,split_transaction,anomaly
f5857bc2-68a7-44ae-ba2f-dab0911688ef,2025-07-03,ent_004,Square Payment,Square Payment - contractor invoice via Square,-1917.97,Subcontractor Payments,,ambiguous
9a00a195-d8ac-4cc8-8eeb-e76792c62566,2025-12-03,ent_003,Downtown Realty Holdings,Downtown Realty Holdings - rent - warehouse space,-3502.8,Rent,,obvious
fb3cf7d0-a88c-4de7-9283-ff591ea6feef,2026-04-11,ent_003,Summit Roofing LLC,Summit Roofing LLC - milestone payment,-1708.52,Subcontractor Payments,,obvious
66ecb1d6-0f1a-4031-9bfe-9f841d85973e,2026-01-30,ent_004,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - monthly account fee,-2102.86,Bank Fees,,obvious
144489df-c2f2-4185-ac02-ba4b16473d7e,2025-12-17,ent_001,Google Ads,Google Ads - local promo campaign,-1553.93,Marketing,duplicate,anomaly
937c138e-8015-4e34-bc24-150a1fc12886,2026-04-14,ent_001,Amazon,Amazon - paper,-54.48,Office Supplies,,ambiguous
0a68cbac-950a-4776-b34e-8cbfb43f2ad1,2026-01-26,ent_001,Manual Journal Entry,Manual adjustment - owner draw adjustment,-1500,Cost of Goods Sold,round_number_manual,anomaly
5773d6a0-24bf-43f9-85fe-1432cb402dd2,2026-04-05,ent_002,Goldfarb & Associates Legal,Goldfarb & Associates Legal - tax prep services,-1307.95,Professional Fees,,obvious
8effb63c-41a2-4c6a-a231-f382db3ec3f8,2025-08-22,ent_002,Summit Roofing LLC,Summit Roofing LLC - trade contractor payment,-2298.33,Subcontractor Payments,,obvious
6b4fe8a2-1375-4cca-83e6-70ec92b153d7,2025-07-04,ent_003,Local Farms Co-op,Local Farms Co-op - bulk ingredient restock,-40.08,Cost of Goods Sold,,obvious
7a535232-aa16-4d02-9121-bf628d1372ad,2026-04-05,ent_002,Shell Gas Station,Shell Gas Station - fuel - delivery vehicle,-93.1,Repairs & Maintenance,,ambiguous
0173b474-efce-4080-a3ca-206aaad56f3d,2025-11-29,ent_001,Amazon,Amazon - mixer,-804.08,Equipment,,ambiguous
55e33ecd-1304-443f-bc3b-c7780e2ca74c,2025-08-07,ent_002,Ferguson Building Materials,Ferguson Building Materials - job site materials,-1598.81,Materials & Supplies,,obvious
27a170f1-780c-42cc-898b-f25a521e798f,2026-04-26,ent_003,Ferguson Building Materials,Ferguson Building Materials - hardware order,-2351.92,Materials & Supplies,,obvious
7ade26fe-bbbb-4646-bcd3-38db47ea04fb,2026-05-25,ent_004,Microsoft 365,Microsoft 365 - annual license renewal,-2172.87,Software & Subscriptions,,obvious
378921b3-bca5-46e3-8eeb-71ca1cd7fbba,2025-10-31,ent_002,Hartford Insurance Group,Hartford Insurance Group - monthly premium,-1046.26,Insurance,,obvious
17a22e59-d7a5-431e-9102-4d3f003a290f,2025-07-02,ent_001,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - wire transfer fee,-395.55,Bank Fees,,obvious
8f33433a-087b-4467-9dc5-26f696703dbc,2025-09-28,ent_003,Amazon,Amazon - hardware,-1326.16,Materials & Supplies,,ambiguous
5b3e602f-764b-4654-b4eb-47ab54784248,2025-08-07,ent_001,Home Depot Pro,Home Depot Pro - hardware order,-1494.41,Materials & Supplies,,obvious
6008c03d-0d11-4301-bc22-89b7cb455708,2025-10-29,ent_004,Home Depot Pro,Home Depot Pro - building supply restock,-892.92,Materials & Supplies,,obvious
2d56f798-e5c5-49d9-b335-0922645b9d8e,2026-01-31,ent_004,Slack,Slack - annual license renewal,-1410.01,Software & Subscriptions,,obvious
91a853d5-952d-41f4-aa3c-73a4ff05f22f,2026-01-24,ent_001,Home Depot Pro,Home Depot Pro - job site materials,-1585.28,Materials & Supplies,,obvious
10b4fdef-e25c-40ef-a31a-5b3dd63b2424,2026-03-20,ent_001,84 Lumber,84 Lumber - hardware order,-683.27,Materials & Supplies,,obvious
e4856c9f-1c20-4c0e-8123-2b22d81080c5,2025-09-06,ent_001,Amazon,Amazon - fasteners,-1499.2,Materials & Supplies,,ambiguous
c97c3e73-b02a-4d69-92da-5fa2180fe1e4,2025-09-02,ent_003,Westfield Property Management,Westfield Property Management - monthly lease payment,-4499.48,Rent,,obvious
5a9270ca-31b3-496d-b3a2-a860d7e9967c,2025-11-16,ent_002,National Grid,National Grid - internet & phone service,-1132.56,Utilities,,obvious
1711992a-3b35-4150-adb2-1045d024caa3,2025-11-22,ent_001,ADP Payroll,Payroll run - processed Saturday (off-cycle),-4408.98,Payroll,off_hours_payroll,anomaly
7b95a5f4-a4dd-4d0a-b579-3f62ca4512c9,2026-05-14,ent_003,Chase Business Banking Fee,Chase Business Banking Fee - monthly account fee,-1013.75,Bank Fees,,obvious
c28cd314-5e5e-4517-ad64-ea97225a4df8,2025-06-26,ent_004,Amazon,Amazon - POS tablet,-2627.73,Equipment,,ambiguous
f8da6fac-53c4-458b-b1b6-336f5f1dcd1f,2025-09-27,ent_002,84 Lumber,84 Lumber - job site materials,-428.05,Materials & Supplies,,obvious
7febcf6a-a3a7-43c7-b25d-d0903ce7e0b1,2026-05-10,ent_002,Downtown Realty Holdings,Downtown Realty Holdings - rent - warehouse space,-8114.58,Rent,,obvious
b8e102ad-7976-4526-b166-b941882f378b,2025-12-14,ent_001,Reliable Plumbing Co,Reliable Plumbing Co - trade contractor payment,-328.7,Subcontractor Payments,,obvious
a4971320-dc32-437b-ae11-82e421c0e94d,2026-06-05,ent_002,Apex Electrical Contracting,Apex Electrical Contracting - milestone payment,-119.84,Subcontractor Payments,,obvious
921fff2b-fab7-4bcf-b532-0140a56c7b2c,2025-08-11,ent_004,Costco Wholesale,Costco Wholesale - team event catering,-144.94,Meals & Entertainment,,ambiguous
d195b16f-f030-4fe0-8bf9-dc51977c5dbb,2025-12-15,ent_002,Gusto Payroll Services,Gusto Payroll Services - payroll - hourly staff,-8086.28,Payroll,,obvious
21da1692-6322-4bea-821f-1bd65d4b0f6f,2026-05-25,ent_002,Ferguson Building Materials,Ferguson Building Materials - job site materials,-452.13,Materials & Supplies,,obvious
712f4029-8a07-40bd-9141-73aa7ccc7be0,2025-06-23,ent_001,Yelp Ads,Yelp Ads - ad campaign spend,-117.07,Marketing,,obvious
5e67d2e9-742b-4c45-bd88-413181569803,2026-05-22,ent_003,Costco Wholesale,Costco Wholesale - bulk ingredients,-1027.67,Cost of Goods Sold,,ambiguous
e3c7d0e4-1f87-4149-b256-5dcb03f7c560,2025-12-20,ent_004,Delta Air Lines,Delta Air Lines - conference travel,-493.94,Travel,,obvious
8943eef3-ecc0-4545-bf60-17b5103327f3,2026-01-23,ent_003,Costco Wholesale,Costco Wholesale - produce,-1518.15,Cost of Goods Sold,,ambiguous
3f86c86e-1c52-4eab-a804-590e5ed5c909,2025-11-09,ent_001,State Farm Commercial,State Farm Commercial - quarterly liability premium,-130.08,Insurance,,obvious
31a35072-cbc3-4904-b832-95a981786d69,2025-12-09,ent_003,Costco Wholesale,Costco Wholesale - staff lunch,-197.24,Meals & Entertainment,,ambiguous
c6914abd-ce7a-48a9-aae4-fc2ff1b4d8d0,2025-09-19,ent_003,Microsoft 365,Microsoft 365 - cloud hosting charge,-1011.2,Software & Subscriptions,,obvious
0418cbdc-85f0-4298-a123-86ec49eda153,2025-09-12,ent_003,Costco Wholesale,Costco Wholesale - cleaning supplies,-97.88,Office Supplies,,ambiguous
5fc55948-5c24-4868-9312-c6be3fe28c53,2025-12-10,ent_002,Amazon,Amazon - mixer,-2191.11,Equipment,,ambiguous
06aaea7d-b519-489a-a72f-121966791de4,2025-12-25,ent_001,Costco Wholesale,Costco Wholesale - team event catering,-52.84,Meals & Entertainment,,ambiguous
5c034f50-ab95-469a-910c-96007aeaa98d,2025-11-18,ent_004,Square Payment,Square Payment - contractor invoice via Square,-2669.32,Subcontractor Payments,,ambiguous
1cf5f00e-11d7-4765-bc0a-1741a8cd347a,2025-09-19,ent_004,Meta Ads,Meta Ads - social media ads,-1760.05,Marketing,,obvious
f2692a27-b08d-420d-91e4-f907cd0d0502,2025-11-09,ent_004,National Grid,National Grid - internet & phone service [unusually large vs vendor history],-14207.45,Utilities,outlier_amount,anomaly
339e96f6-5987-4340-887c-dfd78c0f52cd,2025-08-04,ent_004,Paychex Inc,Paychex Inc - biweekly payroll run,-14817.42,Payroll,,obvious
74e0f8fa-8c15-45dd-a207-8de70859df41,2025-11-01,ent_004,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - overdraft fee,-1492.29,Bank Fees,,obvious
983d1f47-04ee-4874-ad5d-6f36d58c4534,2025-12-26,ent_003,Marcum LLP Accounting,Marcum LLP Accounting - tax prep services,-1975.53,Professional Fees,,obvious
a5878940-df7f-40ff-8fa7-42d17a958206,2025-11-23,ent_002,Costco Wholesale,Costco Wholesale - cleaning supplies,-145.66,Office Supplies,,ambiguous
a7003e29-de30-40e7-b22b-6e169f547bf1,2026-05-21,ent_001,Hartford Insurance Group,Hartford Insurance Group - workers comp premium,-178.12,Insurance,,obvious
bd224394-5c02-4b63-b671-4558194c850b,2025-12-23,ent_003,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - monthly account fee,-1730.62,Bank Fees,,obvious
01575165-2c77-41cf-a1d7-abce34734a52,2025-10-23,ent_003,Reliable Plumbing Co,Reliable Plumbing Co - subcontractor invoice,-1110.61,Subcontractor Payments,,obvious
8b9c9694-a7c8-43b9-a932-1c6252352d33,2026-01-11,ent_001,84 Lumber,84 Lumber - hardware order,-171.17,Materials & Supplies,,obvious
ba46177b-a5c2-4fa6-b2e6-fdc4f4b06f3d,2025-07-09,ent_004,Delta Air Lines,Delta Air Lines - client visit - rideshare,-2255.0,Travel,,obvious
42f1fa4a-7f8c-4142-bc4b-d4d56dc77f6c,2026-02-05,ent_003,Sysco Foods,Sysco Foods - bulk ingredient restock,-462.85,Cost of Goods Sold,,obvious
e5fdb0f2-9825-4a4b-967a-f442674c76cf,2026-06-20,ent_002,84 Lumber,84 Lumber - building supply restock,-1027.07,Materials & Supplies,,obvious
ce410285-d615-4873-8832-6492bf250089,2025-07-30,ent_002,Ferguson Building Materials,Ferguson Building Materials - building supply restock,-480.67,Materials & Supplies,,obvious
eaf9d1c5-1ddd-49e1-9276-9deb8beb440e,2026-05-31,ent_001,Enterprise Rent-A-Car,Enterprise Rent-A-Car - conference travel,-1520.32,Travel,,obvious
8ae56919-4251-4df0-9f02-080be074bda5,2026-01-24,ent_004,US Foods,US Foods - bulk ingredient restock,-1382.06,Cost of Goods Sold,,obvious
3cdad392-8b89-42b6-af47-dd017db19611,2025-10-06,ent_002,Shell Gas Station,Shell Gas Station - fuel - delivery vehicle,-46.32,Repairs & Maintenance,,ambiguous
84281b0a-1ade-48fd-9484-8baec48db588,2025-09-18,ent_001,Costco Wholesale,Costco Wholesale - paper goods,-33.92,Office Supplies,,ambiguous
1674c78a-498e-473c-9038-70a9f23331a5,2026-01-11,ent_001,Hartford Insurance Group,Hartford Insurance Group - quarterly liability premium,-526.56,Insurance,,obvious
5ae44b3d-a78a-4154-9681-b0847ef2b2a7,2026-04-30,ent_002,National Grid,National Grid - monthly electric bill,-211.37,Utilities,,obvious
6b9ff512-b352-4aab-88bd-7b358191ee5e,2025-07-08,ent_001,Summit Roofing LLC,Summit Roofing LLC - trade contractor payment,-921.01,Subcontractor Payments,,obvious
3801929c-b7b1-430d-9976-bec18c8692ac,2026-01-18,ent_003,Marcum LLP Accounting,Marcum LLP Accounting - legal consultation,-1364.58,Professional Fees,,obvious
624795c5-6d0d-4e46-ae72-85c13d1800d9,2026-06-19,ent_001,Downtown Realty Holdings,Downtown Realty Holdings - rent - warehouse space,-8861.71,Rent,,obvious
614a2aa4-1928-465b-8744-f7e5d995b176,2025-08-21,ent_003,State Farm Commercial,State Farm Commercial - quarterly liability premium,-1701.98,Insurance,,obvious
96b175c9-d04e-43dc-bb2d-2c7d0ed915c6,2025-12-19,ent_003,Westfield Property Management,Westfield Property Management - rent - warehouse space,-3356.72,Rent,,obvious
374ed395-198e-4231-888a-fe9551f1ed21,2025-06-25,ent_002,ConEd,ConEd - internet & phone service,-1127.93,Utilities,,obvious
1bb6030e-bb13-4083-9068-49d03a040776,2025-06-24,ent_002,Hartford Insurance Group,Hartford Insurance Group - workers comp premium,-1823.96,Insurance,,obvious
9266e768-54b4-4854-ae88-6d1de58c3caa,2025-09-03,ent_001,Gusto Payroll Services,Gusto Payroll Services - payroll - hourly staff,-6613.07,Payroll,,obvious
e8ca2d80-3033-401e-a2e9-bab5f8cbd610,2025-09-30,ent_004,Marcum LLP Accounting,Marcum LLP Accounting - legal consultation,-230.29,Professional Fees,,obvious
65433c57-317e-42c4-aa2f-3a3e824bb96d,2026-03-13,ent_001,Shell Gas Station,Shell Gas Station - fuel - business trip [unusually large vs vendor history],-348.16,Travel,outlier_amount,anomaly
23b9abd9-78bb-4625-b3b6-f92e789bf7a8,2026-04-01,ent_001,Apex Electrical Contracting,Apex Electrical Contracting - subcontractor invoice,-2412.01,Subcontractor Payments,,obvious
9f26d60c-cf70-4e3a-bdd6-d8678892c0fd,2025-10-15,ent_003,Uber Trip,Uber Trip - business trip - flight,-867.5,Travel,,obvious
0b75ec03-d23b-44b8-bd6b-a197e3b2428e,2026-06-06,ent_001,Chase Business Banking Fee,Chase Business Banking Fee - overdraft fee,-762.68,Bank Fees,,obvious
86cc8df8-92b2-4b85-a1c6-782aa3efd907,2025-08-14,ent_003,Uber Trip,Uber Trip - client visit - rideshare,-1968.68,Travel,,obvious
c523b742-400b-4c8f-be42-27a75f4a07ae,2026-05-23,ent_004,Costco Wholesale,Costco Wholesale - cleaning supplies,-118.91,Office Supplies,duplicate,anomaly
52c80073-2523-40e7-8790-48417072329c,2025-08-10,ent_002,Marcum LLP Accounting,Marcum LLP Accounting - tax prep services,-1084.51,Professional Fees,,obvious
edca8115-0ee5-41b8-a328-afe4e2a5d450,2026-01-03,ent_003,84 Lumber,84 Lumber - building supply restock,-1631.59,Materials & Supplies,,obvious
9cb8bea1-41cc-47f6-8ed7-055c827605a9,2025-10-06,ent_003,Costco Wholesale,Costco Wholesale - staff lunch,-212.52,Meals & Entertainment,,ambiguous
5b483e01-f5e6-4487-96c1-80fc30987a19,2025-11-20,ent_001,Verizon Fios,Verizon Fios - water & sewer,-2327.57,Utilities,,obvious
c113bf5b-e59e-4c78-8bb7-8492247c196d,2025-07-18,ent_003,Goldfarb & Associates Legal,Goldfarb & Associates Legal - legal consultation,-1458.21,Professional Fees,,obvious
0fce39aa-2580-4117-a786-151a1935aaeb,2025-08-14,ent_002,Downtown Realty Holdings,Downtown Realty Holdings - rent - warehouse space,-5929.88,Rent,,obvious
90766b21-cf3c-41b5-b413-7697048c449e,2026-05-01,ent_002,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - monthly account fee,-2141.52,Bank Fees,,obvious
7d72e35a-a341-4fb2-ab7a-d8a2104e3c35,2026-05-26,ent_001,Enterprise Rent-A-Car,Enterprise Rent-A-Car - business trip - flight,-369.38,Travel,,obvious
ce0d2c02-6018-414f-a061-04dd92d4fc10,2025-10-01,ent_004,Paychex Inc,Paychex Inc - payroll - hourly staff [1 of 2 - possible split to avoid approval threshold],-2377.57,Payroll,split_transaction,anomaly
3faef4db-9b6e-47cd-a620-b3e59ba4dc86,2025-07-01,ent_002,Square Payment,Square Payment - contractor invoice via Square,-1416.7,Subcontractor Payments,,ambiguous
0fb3a20f-8c11-4c1e-9639-53a5652d668e,2025-08-15,ent_003,ADP Payroll,ADP Payroll - payroll - hourly staff,-15712.42,Payroll,,obvious
c3151727-8b3f-47ea-9a92-cbeef97c59ff,2026-01-15,ent_001,Apex Electrical Contracting,Apex Electrical Contracting - trade contractor payment,-312.3,Subcontractor Payments,,obvious
